sentences,label
"christi, i was unable to open the file can you please send a hard copy.",1
"with tyrone wheatley likely to 20 miss significant time this week, coach jon gruden sounds confident in20 kaufman01,s ability to carry the load.",0
don't know about jim mccomb.,0
it's hard for me to leave for even a couple of days.,0
maybe having 2 kids and an suv makes you feel older.,0
"if all goes as planned, tyco plans to eliminate $1 1 billion of its $23 billion in debt, excluding obligations of its finance arm.",0
domestic demand is still down slightly from last year's levels.,0
"Phillip, send his resume to Karen Buckley.",1
"the difference is in the amount of flexdollars you would receive, as stated below: medical coverage semi monthly flexdollars rrh employee only 123.",0
please contact the isc call center at 7133454727 if you have any questions pertaining to the transition plan.,1
i heard about the dynegy deal.,0
"needless to say, we didn01,t make it out that day.",0
"please mark your calendars, monday, 11/27, 2 pm (houston time).",1
"by challenging the conventional, he has redefined his industry just as enron has in business.",0
lin: enclosed are clean and marked versions of my redo of the reply letter.,0
you are clearly deserving.,0
"actual premiums and coverage availability will vary depending upon age, sex, state availability, health history and recent tobacco usage.",0
show your american pride free tshirt offer!,0
if i can do anything else to help just let me know.,0
":)20 &gt; &gt;20 &gt; &gt; again, thanks and it was very much appreciated.",0
please take a minute to visit the web page.,1
please let me know if you need more information or if we need to conference.,1
it has been referred to the senate committee on state affairs.,0
now you can log on to rockets.,0
"they would like to have at least the income statement by the end of the month, which includes o&m.",0
"in the meantime, we invite you to visit the web site to see a complete collection of portraits of grief, alphabetized and listed by day.",0
please let me know what each of you is thinking on these matters.,1
com's weekly fantasy football challenge .,0
i want to be consistent with how we have treated other shippers when we have found errors in the system.,0
please keep me posted about your mom and give her our best.,1
b. public convenience and necessity order no.,0
let lme know if you need anything else i am to please.,0
"power wholesalers maintain that the plants, many of which are 30 to 40 years old, shut down for legitimate equipment repairs and maintenance.",0
martin's note below addresses our efforts to put isdas in place for nordic trading.,0
"asked mark boyer, chief operating officer of summit energy services inc. in louisville, kentucky, which advises metals, chemical and paper companies on their energypurchasing decisions.",0
please include your thoughts on this worksheet as well for eastern gas.,1
please contact todd richardson for further details on these.,1
bottled water every kitchen has an ice machine that also dispense s filtered water.,0
"also, while i'm on maternity leave, blake will be the eeos contact.",0
please note below the flagging of these deals for quarterly filings.,1
srcbc 19. smiling mo1.,0
can you send me a copy of the invitation so i can submit it.,1
please check page 5 of your fax.,1
martin has spent the last four months supporting ebs.,0
please review and let me know what i missed i'm sure there are a lot of things.,1
will you be the ena tax man on the deal?,1
please deal with this.,1
barlow did have 7 carries but it looks pretty clear that hearst is the guy.,0
"as his car passed, no children appeared.",0
"please respond and let me know whether you ""see"" any attachment.",1
"i have not as yet decided whether it makes most sense to do this through lecg alone, or jointly through lecg and uc.",0
"yet, from a financial perspective the asset is still on the books.",0
"the dollar amount should be spelled out just like a check on the line below ""pay to the order"".",0
"fyi, please take note of the date change.",1
"m. beginning june 27, 2000. please adjust your schedule to reflect this weekly reoccurring meeting.",1
please check your fees on the website and send me a check for what you owe.,1
please be advised that we have two videos for viewing this afternoon for whomever might be interested.,1
"to fix the mapping, follow the instructions at: hope this helps!",0
please contact me directly at (415) 7658408 if you have any questions.,1
"if you have any questions about this schedule, please let me know.",1
please let me know if you don't receive it!,1
"sen. phil gramm and his wife wendy are the enron ""poster couple. """,0
``they didn't have the power in the past. '',0
please forward this email to appropriate people in your dept.,1
please send them copies.,1
the deal ended 12/31/99.,0
please call me if you have any questions or need anything else.,1
it seems that my mom landed in a hospital in england and i had to dash out of town.,0
we agreed that we would each speak with our people and get back in touch early next week.,0
safest: where would you like to go for dinner?,1
"many employees' pension plans were tied up in enron stock, the price of which fell from a peak of us$90 to virtually nothing.",0
please let melissa or me know.,1
what can you give me for the subject capacity?,1
please come and meet her and find out what color your aura is!!,1
i'm with natural gas trading.,0
could you get terry authorization to path in unify please?,1
yesterday i relit the fire on our v&e 20 team to start nudging him gently.,0
"i am sure that the overall headcount for this trip did not change, rather the allocation to each group was changed.",0
will you be installing the deck as discussed?,1
"our ""privacy"" is definitely not going to last long.",0
please review these and be prepared to discuss wednesday morning.,1
please use confirmation number 804386 to access the call.,1
"harlan these are documents that david furnished to mitch early on, so .",0
please let know if you want both files updated and the approximate time table for completion.,1
"jeff, can you help me with this pasta?",1
please review those allocations to your business unit (ets) and provide positive confirmation of your agreement.,1
can you just check my account to see how this new order will effect it.,1
"if you like that, please call louise and coordinate.",1
"please, let me know which session you have in mind for me.",1
"abx2 65 (cardoza), which would make it a crime to withhold, passed out of the assembly appropriations committee.",0
would one of you please give me a call in my office.,1
"Terry, see several deals out there for Beldan and Blake all at NYSEG but with different prices.",1
please call carrie x58431 if you have any questions.,1
please let me know if you need any clarification on the additional issues we would like covered.,1
please give me a call with your questions and or comments.,1
Please organize incoming claims data for effective retrieval.,1
please contact jan if you need copies of any of the items cited in the report.,1
i must be a mountain man at heart.,0
"kevin, can you get a price on the super black eagle, model 10045?",1
can you talk to williams asap and see if that is a problem?,1
"esmeralda, will you please set up the foregoing group as a contacts group for me, name it csfbi prepay.",1
please try to get your timesheets to me by thursday afternoon.,1
would you take the lead on deciding who that should be and get a meeting set up?,1
please resond if you are unable to attend.,1
kim i received your email.,0
please let us or the feinberg's know.,1
rachel [very good rachel.,0
"if not, can you forward to me an updated list?",1
"but when it comes right down to it, there's only a handful that really made a difference for me.",0
"hey mike, thanks for the pics.",0
it is a night photo with the lights clearly indicating the populated areas.,0
please coordinate going forward with epsa.,1
"please give me a call with your questions and or comments at (713) 8537658. regards, debra perlingiere legal specialist",1
let me know if we've agreed a start date yet.,0
"please let me know, i'd appreciate it.",0
"chris, please take a look at the attached language and forward it to stacey for her comments.",1
"if the changes are acceptable, please advise and ormet will sign and fax a copy to your attention.",1
please confirm that this is acceptable.,1
"bob, could you please post this to your distribution list and yahoo page?",1
field/county: frost/starr please prepare and send this confirmation as soon as possible.,1
"""20 glynn appeared to have the support of most shareholders.",0
"if you need any additional information, please let steve, linda or i know.",0
"""if ferc were to unconditionally approve the sale, the n20 the transmission system owned by edison would leave ferc authority.",0
Reserve the below date on your schedule for Tuesday and please attend the training.,1
doc aaa new power plan26.,0
we look forward to seeing you guys soon.,0
dirk kempthorne (r. ) has proposed offering companies tax credits for bringing broadband connectivity to idaho.,0
"it is important that the metrics not represent a value judgement (i. e. define ""good"" and ""bad""), but rather provide unbiased quantitative measures of performance.",0
"i'll let you know when i talk with mark, which should be early next week upon his return from london.",0
"qualifications: bachelor degrees in commerce (finance) and arts (economics), otago university, new zealand (invitations to do honours in economics and political philosophy).",0
"finally, i'd welcome any ideas for an outside corporate speaker.",0
"he is currently an managing director, asia pacific, for slam dunk networks.",0
please reconfirm your attendance with mary either by email or by phone (713.,1
it's official since last week and the nonresidential members will be introduced at the meeting.,0
please send the following to kathy campos who will put it together for me in a book.,1
please let me know asap if you want to respond.,1
please let us know what do you think.,1
"the old man, not to be outdone, strains really hard but to no avail.",0
"when you make the flight reservation, please make sure to use my legal name ""yingquan shen"".",1
can you resend us the appropriate documents please.,1
"assuming the weather clears up, please let me know whether or not you will make it tonight.",1
would you be so kind as to print this out for greg.,1
"in ord er to20 ensure continuity in the management of our south american merchant business ,20 john lavorato will remain responsible for those merchant activities.",0
"i worried that your first letter looks a little like an invitation to pile on the exit fees, of all types and in any magnitude.",0
since graduating from brown university he has traded options on the floor in new york as a local for the last 8 years.,0
"if structured pr operly, including at least 3% of their equity obtained from outside investo rs, the partnerships could also be kept separate from enron.",0
"enron, the embattled energy trading company, rebounded 24.",0
"larry, the details of your issue are noted below.",0
"cassell, 20 robinson and caffey were replaced by lindsey hunter, tim thomas and jerome 20 kersey, respectively.",0
"i created the term gd basis products for waha, perm, sj, opal, and malin this weekend.",0
i will be able to retrieve email and voice mail.,0
dreamy :) get your free download of msn explorer at terrorist attacks on u. s. how can you help?,1
please don't hesitate to contact me should you have any questions or concerns.,1
"as always, please give me a call if you have any questions.",1
"to remove your name from the list, please click here: f. asp?",1
can you tell me what it should be.,1
please let me know when you would like me to send them to her.,1
it was stuck in the assembly appropriations committee.,0
"allayer has received funding from acer capital, venglobal capital fund, greylock, and individual investors.",0
please followup with ercot iso and/or esca to find out if there is a technical limitation with the software.,1
"""at the time, icf consulting was the 20 only entity to anticipate correctly the current high prices and shortages.",0
"please don't leave a message and then beep us anyway, you will just be delaying our response to you.",1
doc knauf fiber glass cs.,0
"""20 he nodded to himself.",0
"it seems that almost onequarter of california's budget revenues were provided by taxpayers with stock options and capital gains, mostly from silicon valley companies.",0
"at the same time, two dutch energy distributors, nuon nv (n. nun) and remu nv, have been active in france, traders said.",0
can you find us a time?,1
spoke to fpl this a. m. looks as if they may be in a position to offer firm ld at a jea interface for cal'02.,0
his story: lousy day at work.,0
"p. s. obviously, i didn't get in enough protesting during my hippie years!",0
"the letter is already out, but we will be accurate in follow up calls and in press interviews.",0
"if you are attending our energy symposium, or can meet up, please contact me at your convenience.",1
please indicate where your company expects to keep the thermostat set given the current conditions.,1
please feel free to forward this to savita or brad as you deem applicable.,1
i have to return to an orientation session.,0
if you know of someone or agency that you would trust please let me know.,1
"the same was the case for bankers trust co. , listed as an unsecured creditor to the tune of $1.",0
thanks for your continuing interest.,0
"eastern markets prescheduled firm power prices ($/mwh) january 31, 2002 for february 1, 2002 peak (heavy) in $/mwh low change high change into cinergy 17.",0
"arnold, can you please have these flat screens moved 11/02 morning.",1
"tana, please look at that list as soon as you can.",1
"for weekly options, if there is any, we are still using the monthlydaily blending formula, there's no different blending rules applied right now.",0
how soon can you call me about this?,1
avril forster (power market report) meet at stacey's desk eb3102g please call if you have any questions.,1
what can you do about it?,1
lockard is a contract admin.,0
please tell me what you know.,1
the email subscription address is: to unsubscribe please click here.,1
"i think that we've already paid, but jeff is checking.",0
i was origninally thought the reason for the specific dollar limits was because of contracts.,0
senate republicans refused to vote for the bill because it contained expanded unemployment insurance benefits which were placed in the bill in the assembly.,0
"on another note, i spoke to joe edwards yesterday and he had some useful suggestions about the addition.",0
", november 29. click here free and sponsored reports 1. free research report robertson stephens discusses telecom underachiever lucent's (lu) future following its analyst meeting.",0
"audrey, will you pls locate a room and let us know where.",1
subject: please read if you have suggestions on how to maintain life/work balance while attending the evemba program.,1
amber station is flowing 334 mdth east and line 2 south is at 98 mdth for today.,0
would you allow us to get you comments by 9:00am tomorrow?,1
andrew ps i meant to ask you about some other people i know from around the area.,0
williams energy marketing & trading president bill hobbs and txu vice president jeff shorter assess the winter.,0
"the auction is set to take place at 10 a. m. at the new york office of enron's attorneys, weil gotshal & manges.",0
everyone instantly knew that the witch had uttered a great truth and that arthur's life would be spared.,0
jeffplease send all future pleading to her as well.,1
please welcome dede to her new assignment.,1
"in the meantime, windrell hayes will continue 20 to come off the bench as the numberthree man until coles return.",0
total ibit of $795 million in the first q uarter amounted to only 1.,0
please let me know asap if you have any other info that you prepared for jim or somebody else.,1
"please, let me know whether your plans have changed, and if so, when you are coming to palo alto.",1
another big hit from one of these wells or another can send the value of this company up!,0
china's eximbank finances iranian power plant belgium to seek international offers for north sea windpowered electricity nwestern heat and power station produces first electricity.,0
please let me know if you have any questions or need clarification.,1
section 5 nominations and balancing deliveries section 5.,0
"thanks, ccs (see attached file: hpln1118.",0
dabhol's critics claim the rates it charges are unreasonably high.,0
he is going to be in the office tomorrow.,0
"to do so click below to download the order form and then once completed, print it and mail it in to us.",0
this should be the bullish driver of summer natural gas prices.,0
please let me know if you have any questions or comments regarding the attached draft.,1
please advise when would be convenient for you.,1
please disregard the previous memo sent by me this afternoon.,1
can you please check on this for me and let me know your results?,1
can you please let me know where this needs to be delivered to?,1
would you remind again?,1
it's hard to imagine that a lawyer representing a raped inmate or the entire class of raped inmates would be quite so forgiving.,0
closes below this key support level would open the door for a possible test of august's reaction low crossing at 268.,0
please advise if you wish to make any changes.,1
hope everything turns out ok in alabama.,0
"daren, can you extend deal #465322 for cover a flow volume of 140 dec. for 11/21/2000?",1
tva must be doing well generation wise since they did not import power from its neighbors.,0
lawmakers and the utility will strike a deal simply because a20 second bankruptcy would tarnish the image of the state's political leaders.,0
"as you recall, the board elected kim to replace muffin, and kim had not even run for the board.",0
my most recent previous message corrected the information about the colloquium on tuesday.,0
can you help bryant with this?,1
please investigate this potential error and advise me of your findings.,1
can you get me an itinary of events?,1
the aggies are scrimmaging each other.,0
we look forward to placing your order!,0
please call us at your convenience.,1
now review correspondents unearth news and insights to provide a comprehensive weekly briefing this is a mustread for anyone doing business in or with china!,0
please find your assigned locker and combination below.,1
"please read: last week dallas fed chief mcteer proclaimed that the stock market correction was ""overdone. """,0
we'll have these and o ther reports from the houston bureau on friday.,0
the wildcats fell to 54 overall.,0
"jim, can you point jeff in the right direction?",1
please 20 review and give me a call with any questions you may have.,1
"twanda, would you please print?",1
thank you for talking to the trader at williams.,0
hispanic sports is backed by bencap partners and recently closed an undisclosed seed round of funding.,0
all new in/out for $3300.,0
if you have any comments or suggestions about it's content contact us at .,0
can you sell that stuff for me please.,1
"feel free to celebrate my return to the castle or as alex refers to it, the royal court, in whatever manner you see fit.",0
please review and advise your comments.,1
Please note the following changes since our Energy Operations PRC in June and complete it as early as possible.,1
Please browse our newsletter to see all we have to offer.,1
Please change Sitara to reflect the transportation rates shown on the schedule below.,1
fyi let's chat and decide where to go from here.,0
the next steps: 1) ppl will provide a counter proposal on monday.,0
"as you know, i01,m a big jeff20 garcia fan but this is a tough matchup for the 49ers.",0
just got your email!!,0
i have also had a few participants notify me that they will be unable to attend.,0
"in return, dunn agreed to have is committee formally withdraw all contempt actions against enron.",0
"in the latin quarter (5th arrond), check out ""l'ecluse,"" right on the river 20 at the quai les grands augustins, just off boulevard st. michel.",0
please contact me if you require additional information.,1
"we should be mindful, however, that this need for trust cuts both ways.",0
"we wanted the state to get the 20 general fund out of the business as quickly as possible. """,0
Please contact Chrysti Hardy to add their names into the group this week.,1
"the order was placed with graham cook, goldman sachs' international desk, in chicago.",0
john can you give me the portfolio name?,1
"it seems that for the smaller customers, tariff is the better option.",0
please let me know if that is your preference.,1
"please indicate your availability by preference (#1, #2).",1
"if you have any questions, please call the customer relations help desk at 5183566060 or your customer relations representative.",1
"the arena's influential backers say an arena would spur downtown development, strengthen the economy and help affirm houston's position as a worldclass city.",0
i may do that.,0
"governments have come and gone in the past too. """,0
please let me know if you know of a master agreement already in existence.,1
i'm such a lazy butt.,0
please let me know of any final comments asap.,1
"please plan to attend ipams holiday open house wednesday, december 12 4:00 ?",1
please respond to steve auradou at by 3:00 p. m. on thursday may 16 if you intend to participate.,1
please stay over at my place that night.,1
"""my top one priority is to get competitive energy markets in this country,"" wood said.",0
please use email to submit your paper: ildc 2002 presenterregistration.,1
i know wrestling is fake.,0
i will check voice messages and email through my account periodically.,0
Please call to discuss cash,1
please see attached draft.,1
"in any event, title viii (while in the barton bill) is not in the jurisdict ion of barton's subcommittee.",0
please log on to now to change lives right here in20 our community.,1
please review and note if you are being requested to provide an update.,1
firm customers on the pipeline have already protested the application.,0
i am targeting a friday around the end of february or begining of march.,0
"[image] start shopping now, and get free shipping and savings of up to 40%.",0
"the pros advisory board was formed in june, and consists of many industry leaders.",0
yet mseb has never honoured these guarantees.,0
please save the file to your local directory.,1
"generally around 10,000 miles a year.",0
please provide us with a copy of the filing and maps.,1
thanks for timely selecting reviewers.,0
please let me know if you need any additional information or have any questions.,1
the dayahead market in california recently traded about $45 per mwh.,0
note: you can see a demonstration of this procedure in the dynegydirect tutorial.,0
national energy and environmental policy whole sale power markets the interstate transmission grid the future of state res tructuring the role of nuclear power .,0
"to find your invitation, please visit the following url, that you may forward to family, friends, and colleagues.",1
"[jones, robert w. hr exec] he is not in the usa sap.",0
if you need any further information please contact darran binns 7133453747,0
please let jeff skilling know if you have a conflict or any concerns regarding your participation in this process.,1
"please let me know if you have any questions, and i look forward to discussing the draft.",1
page a6 environmental defense fund v. epa (d. d. c. ) .,0
please select people from different groups and i would suggest putting your trader on the list.,1
"i am in the process of developing the draft programme for the 2000 event, and this is the reason that i am contacting you.",0
please respond to kevinscott steve this is a draft of the contact list i promised you.,1
you guys sure have a lot of fun; but can you take me off the distribution list?,1
please let me know if you are ok with this plan as well.,1
leslie: can you attend this meeting for me?,1
"Please review, and approve or reject the items in your eProcurement Inbox by logging into eProcurement at your eHRonline and Payables logon information.",1
let's discuss more next week once phase 2 is launched and things settle down.,0
could you please send me an update?,1
"the conclusions are summarized at the end of the paper, but the main result is noted here.",0
leonard daily and myself (and any one else who wants to participate) will compile the responses into one form and submit it.,0
"please remember, no feedback can be completed on alatorre,jaime until you have approved the list.",1
"if we assume the entire cargo will be attached once the discharge operation 20 has finished, then we should all realise that this represents $5,000,000.",0
please rsvp to me by tomorrow if you will be attending the party on saturday.,1
momentum indicators are neutral to bullish hinting that sideways to higher prices nearterm are possible.,0
the owner's representative indicated a preference for local standard time.,0
chloe was asking about you this morn!,0
the capacity release would be subject to nng bulletin board posting requirements.,0
please confirm what time you were able to convene the call.,1
reitberger of apax partners will join the company's su pervisory board.,0
it is on my voicemail at work.,0
take2 gets a digital distribution partner in europe and an equity stake in gameplay.,0
"for my first development project, i feel more comfortable with their experience obtaining fha financing.",0
"gerald, thanks for the quick turn around.",0
the french cac40 was in the lead with a 1.,0
the market still carries a very high $0.,0
you will receive an email next tuesday with a link and instructions to the database.,0
i am out of the office next week.,0
please call me if you're still not seeing the traders by tomorrow morning.,1
"the accounting profession will have to reform itself. """,0
please call in if you have time to participate.,1
credit should be consulted prior to any further trades to see if they are okay with this given our relationships with this entity.,0
sue or dave: can you listen in?,1
"after you speak to sally regarding the audio visual needs, please page me 18774977713. thank you, maricela trevino",1
please let me know if you think you are coming so we do not radically under or over feed.,1
can you email me your contact information.,1
"workshop #1, project agreements $450.",0
i want to make sure that the csa is really the only hurdle for them before we send the revised draft down.,0
please let me know of any comments.,1
can you let me know whether or not they remain a priority or interest?,1
please find the final draft of the gtc:,1
"would you mind setting up an interview for us with greg thomas, resume attached below.",1
"find out more at: 3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d 3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d 3d3d3d3d3d3d3d3d3d3d3d3d scientech is pleased to provide you with your free, daily issuealert.",1
expect to have this addressed shortly.,0
sarah can you please set up a call to discuss the following?,1
"if not, shall we get together at some point when i am in the us (i'd like an excuse to get to houston!).",0
please respond to this email and indicate which session you plan to attend.,1
"through yesterday's game, giants second baseman jeff kent was hitting .",0
"citizens have come together to pray, to give blood, to fly our country's flag.",0
please communicate our gratitude to each member of your respective teams.,1
please email your calculation to each of us on the pg&e team.,1
"mandey and the rest of the group, please take the initiative to get these things done.",1
please forward any information you may have.,1
can you call her at 215/6846630.,1
"please join us at teala's (w. dallas) on thursday, november 29th, be ginning at 5pm.",1
"hebert may soon be ousted, the times reported vice president dick cheney as saying.",0
please forward on to the appropriate staff in your group.,1
i truly do believe that direct and prompt interaction with lockyer will prove more effective for enron than delayed or intermediated action.,0
can you please confirm that mr lu will be coming if we can arrange a substitution?,1
please plan to attend a meeting today with louise at 10:30 a. m. (houston time) in her office06748.,1
please let me know where we should meet.,1
"if you have any questions or wish to provide feedback, please email thank you for your participation in clickathome.",1
"dan, please notify the rest of us when payment is received.",1
please advise if there are any discrepancies.,1
can you type up thank you letters for me.,1
"sincerely, jeffery c. lowney vice president energygateway.",0
"my recollection is dated by a few years, so pipelines may have changed this once they went on the internet, rather than ebbs and edi.",0
whether or not board approval is required is possibly an open issue.,0
please let me know what would be the most convenient time for you and i will mark it down.,1
"hi everyone, attached please find your spring 2001 schedule as of round ii.",1
john valdes and myself will be the ones to take this over.,0
"qualifications: 510 yrs business experience with strong operations or major consulting firm background, mba required.",0
"phoenix was nice, the crowd wa s20 great, our speakers were terrific, but i need my weekly slab of salty meat 20 and salsa.",0
"please confirm asap if you will be available for this meeting thanks, maria elena",1
enron does not want the llc used for anything other than the acquistion/disposition/adminstration of the equipment.,0
"please let me know if they are pushing you too hard timing wise, i can help here.",1
please add if you don't already have her.,1
please let me know if you have any change in mind.,1
"kay, please read this memo.",1
work for portfolio assets major events of september november 2000 ecogas: winddown issues.,0
bob questions for isda roundtable discussion.,0
"if any or all of these 20 tools could be of benefit to your team, please let me know.",1
please do not hesitate to call me at (713) 8539239 with any questions you may have.,1
please be sure to vote there are 13 charter ammendments.,1
this would allow us to make any obvious changes before moving to production.,0
"nyree, can you wait until next week before you get my tickets to risi conference in san.",1
please do not reply to this message as replies here can't be processed.,1
please include the delivery address.,1
shortterm momentum indicators are bearish but nearing oversold levels hinting that a low might be near if next week's data is neutral to positive.,0
"of course, their daily presence in h andling the telephone calls and participation in team responsibilities are also missed.",0
"for more information on the wil conference, please visit <",1
at&t corp. has filed a lawsuit against microsoft corp. alleging the software company infringed on an at&t patent.,0
"while staying on enron01,s payroll, he boldly demonstrates conflict of interest by spending most of his time at his other private ventures (razorfinish.",0
please make this change in sap as well.,1
"fancisco: please advise the names of any such counterparties, the status and whether you have a file with info.",1
please consult a broker before purchasing or selling any sec urities viewed on or mentioned herein.,1
please let me know if marketing would like to proceed on this.,1
Please coordinate with supervisor and receive all materials and prepare necessary paperwork for same.,1
"for some reason, i can't remember.",0
the agency has rules requiring armslength deals within a corporate family.,0
"can you review the document prior to coming back to houston, so that it can be sent to henwood?",1
he is travelling to houston next week and will get back to me soon about his schedule for a meeting at our offices.,0
greg johnston senior counsel enron canada corp. isda schedules guarantees inhouse opinions,0
"qadry ismail, wr bal updated 12/21/01 is mail has been a reliable receiver all season.",0
"in preparation for the upcoming tomb raider movie, youcansa ve is giving away the game for free!",0
please see the attached memo below giving details and asking for your comments: jtm,1
can you get them to him.,1
"please, give him a call to set up a meeting.",1
hillary please extend the cesduke counterparty or attach the correct duke counterparty to this deal.,1
"""we have no reason to believe that the ferc is asking us to do anything in the midwest. """,0
the main characteristics are summarised in this table: the four distributions are very different from each other.,0
why in the world would your mom and angela freak out on you for having human feelings?,1
"lynn aven (tax) and brent hendry (legal in argentina) will be present, as will andrea bertone.",0
progress on the yard but no mudders.,0
please contact myself or sean if you have any questions.,1
"deal 220903, should be 0 now.",0
would you like to respond?,1
"on the other hand, halving the growth of consumption will almost double the life expectancy of the supply, no matter what it is.",0
please let me know by the end of the day wednesday.,1
"ms. steinauser formerly served as assistant general counsel at20 tosco, an independent oil refiner and marketer of petroleum products.",0
some thoughts 1. we argue against the pjm installed capacity obligation.,0
"zach, can you get together friday morning to go over the basics of what we do?",1
"Jim, shorten the timeline in the rules by tomorrow.",1
i have put up with this for 3 days.,0
"you've probably looked into this but there are some great computer ""games/drills"" for math.",0
can someone please forward the presentation(s) or the link(s) to me?,1
can you attach the term contract to this deal?,1
please feel free to contact me at the earliest possible convenience to continue to discuss this arbitration matter.,1
both entities have had a history of financing t he rebuilding of rundown urban areas in cities accross the country.,0
"if you have any questions, issues or concerns with this scheduled outage please contact the help desk.",1
"reminder: please let me know if you have any exceptions (vacation, sick.",1
org will enhance the value of .,0
it was great to meet him.,0
houston can you please forward to your appropriate legal teams?,1
will you please advise wether you agree with accepting this sum as full and final settlement.,1
today's break below 61.,0
the arp (all receipts) and itdel (interruptible delivery points) are each used on all it agreements.,0
"martha, please print up and sign for me and send.",1
michelle: fts1 (daily) text attached.,0
"''if anyone violated those directive s, they will be dealt with appropriately.",0
"is dereth this issue's question: ""can you name all the vehicle s available in radioshack's rc riot 2.",1
the stimulus package is expected to be on the house floor later next week.,0
thank you for registering for milesbynight!,0
"in particular, what if nonfirm is elected and how this flows through into obligations of the parties to a transaction.",0
please make appropriate arrangements rika,1
please let me know the settlement implications of this confusion event.,1
let me get you some nice legos instead.,0
please give me a ring at your convenience.,1
"we, as the qse, arent able to submit this, per protocols.",0
"the order does not take effect until today, but the prospect of new measures aimed at limiting prices appeared to tame markets tuesday.",0
see people ex rel franchise tax board v. superior court(1985) 164 cal.,0
could you please send gregg the boilerplate?,1
"to implement this process, please provide me with your departmental needs and what skill sets are necessary.",1
caught 6 on chart/orange/blue top dog and blue/chart/silver mirrolure.,0
living at home has been interesting.,0
thanks hope to see you soon,0
john/don can you let everyone know how you plan to move forward.,1
"if things don't turn around. """,0
st. petersburg times .,0
please do not hesitate to give me a call with any questions you may have regarding the enclosed.,1
"mark, please review the attached letter and provide the missing date.",1
please note that we are revising the interconnect language.,0
murray please let me know if you have any issue with how i have represented our conversation and conclusion.,1
please pass along to eci folks for their assessment.,1
"member services: 18005629571 monday friday, 8am 8pm est outside the us, please call 12123215491 thestreet.",1
unfortunately this weekend is going to be a bad one for me.,0
"''we have comfort there is not another shoe to drop,'' he said.",0
free: world famous ghirardelli chocolates!,0
please note the contact person assigned to each candidate.,1
bellsouth asked the tra to schedule hearings on its application for the first week of november.,0
"when that occurs, your nt logon (ex.",0
can you set up greg berry in duncan croasdale's old seat.,1
please let me know of any changes you would like to make.,1
world stock markets financials lead wall street to modest gains.,0
"if you do not want to receive this kind of offers in the future, please click here:",1
future technology date mtfax mtfbx mtftx 03/11/2002 $4.,0
maybe we are already lobbying on that.,0
it also makes sense to see what ferc will do with their published 11/1/00 report on investigation date.,0
here are some of the issues we would need to think about.,0
it may also be confidential and/or privileged.,0
please verify with deal tickets.,1
please feel free to bring a spouse or friend if you choose.,1
please bring it to class or keep it in mind when evaluating the faculty.,1
please call/email and let us know if you could.,1
"(som e terms and conditions apply) starcite for more information and partic ipating hotels, please click here .",1
"that writ was summarily denied on september 6, 2000 (i. e. , the court declined to hear the case).",0
"that's right 30% monthly, with risk controlled by you the investor.",0
jackie adams is trying to get this done today.,0
please get back to me with the selection.,1
"leader sees himself as bit of a visionary, most see him as bit of a tyrant.",0
could you please let me know your convenience.,1
"former president bush imposed a moratorium on drilling in offshore areas of california in 1990, and president clinton extended the moratorium until june 2012. .",0
would you please ask for this?,1
please decrease deliveries to eastrans to 0 mmbtu/dy effective 10/20/00 and maintain at 0 until further notified.,1
parties to the order 637 proceeding will then have 20 days to file comments.,0
still waiting on the andex vpp to close.,0
some say the banks' own models are not all they are cracked up to be.,0
please let me know if there is a need to discuss this matter further.,1
"if i throw a stick, will you leave?",1
please review the resumes and select 1012 candidates you believe should be on the closed list.,1
"computer networking giant cisco systems led the nasdaq most active list, dropping 87 cents, to $16.",0
please let me know either way on this so i can close it out with houston.,1
"on friday, the ratnagiri police arrested punebased computer professional habibuddin sheikh 20).",0
"i have reservations about this because ena will effectively be making an additional 300k per unit by stuffing a $250,000 obligation to coral.",0
"with regard to followup with the customers after completion of the program, haas ranked fourth.",0
this is another outstanding issue that truong vu was suppose to do in production upon approval.,0
the implied volat ilities are iterated using the euro function.,0
please give my best to kenny.,1
"robert, can you take it from here to get it pathed (or corrected) ?",1
"the oil companies are expected to keep the refineries running if a strike occurs, but would not say if production might be reduced.",0
"thanks, angie o'brian 36547",0
"also, please let me know if there are any new items that should be considered.",1
he believes the gain on the sale may have been as high as $500 million.,0
"davis to push backup diesel by chris bowman bee staff writer (published may 24, 2001) in a major reversal of environmental policy, gov.",0
"bobby is a member of a bicycle team, while cycling this weekend, he and other members of his team were injured by a truck.",0
Clear all your doubts right now,1
this should be consistent with sam's summary at the end of the meeting.,0
"also, where will your swap group meeting be held tomorrow?",1
please let me know which you prefer so that i may coordinate on our end.,1
such mechanisms should have no plac e20 in competitive markets in the longrun.,0
#1196421 v5 wisvest settlement pne.,0
as a new student the first thing you will want to do is complete student orientation.,0
please advise if we need to change his designation.,0
"""there are a lot of earnings that can be wrung out of really strong operating assets, like pipelines and power plants,"" he said.",0
Retail to cover market area requirments.,1
"reuters english news service, 11/09/01 usa: analysisenron seen test of u. s. sec's course under pitt.",0
please review and then respond to me with your comments.,1
Please email me back to confirm the meeting time.,1
"please join us at teala's (w. dallas) on thursday, november 29th, beginning at 5pm.",1
